seed,num_colloc,num_layers,neurons_per_layer,num_trainable_params,err_l2,err_inf,loss_train,loss_test
1,10,4,20,1321,0.006799115483968357,0.011036748350165979,0.00017905894,0.009572899
2,10,4,20,1321,0.02763541186654536,0.028830284358591363,0.00021490303,0.046918802
3,10,4,20,1321,0.262551509895329,0.3381547629833219,0.008235477,0.012245813
4,10,4,20,1321,0.18551024770214658,0.24708026647567724,0.0029404291,0.97470456
0,20,4,20,1321,0.000273152735297898,0.00047404559776946346,2.747361e-06,3.5656776e-05
1,20,4,20,1321,0.00034140296991709925,0.0004682968828734202,1.7144874e-05,5.6491146e-05
2,20,4,20,1321,0.0003603558213379542,0.0005990927753154601,1.3055166e-05,8.97594e-05
3,20,4,20,1321,0.0004574228446438663,0.0007906952731387262,1.0217132e-05,7.030757e-05
4,20,4,20,1321,0.0001534274093890007,0.00026429673846224775,4.8675283e-06,3.8413036e-05
0,40,4,20,1321,7.016335704320414e-05,0.00012142445763923745,9.247805e-06,1.0813616e-05
1,40,4,20,1321,0.00011627135294705949,0.00019990442858459911,1.701757e-05,1.8261562e-05
2,40,4,20,1321,8.829028399294103e-05,0.00012285229400044173,1.6674792e-05,1.7806879e-05
3,40,4,20,1321,0.00014139278859843843,0.00023830922768279354,2.7141718e-05,2.8659462e-05
4,40,4,20,1321,6.792612438692844e-05,0.00011502023746853135,1.3964668e-05,1.5557762e-05
0,80,4,20,1321,4.302534650280655e-05,7.464206268657791e-05,9.800498e-06,8.493482e-06
1,80,4,20,1321,2.8856361229915344e-05,4.824480231265058e-05,5.354537e-06,4.5570896e-06
2,80,4,20,1321,4.793987688457282e-05,6.582353907572808e-05,6.827575e-06,5.685687e-06
3,80,4,20,1321,6.943146102412501e-05,0.00011392109839510056,2.3667184e-05,1.9176665e-05
4,80,4,20,1321,2.6180934388992957e-05,4.478334055664501e-05,1.2561748e-05,1.101886e-05
0,160,4,20,1321,3.1186115098638075e-05,5.396245585205517e-05,9.135706e-06,7.1511267e-06
1,160,4,20,1321,5.53815962437723e-05,9.792555506488165e-05,1.6646529e-05,1.2807996e-05
2,160,4,20,1321,3.274946211448542e-05,6.935974772433271e-05,5.795866e-06,4.656755e-06
3,160,4,20,1321,5.6213319551883766e-05,9.785104925891241e-05,2.6288959e-05,2.0676493e-05
4,160,4,20,1321,1.3316140426165858e-05,2.3208581821615448e-05,1.1525729e-05,9.510742e-06
0,320,4,20,1321,2.1952991904062385e-05,4.1417773985946704e-05,9.153367e-06,6.8055188e-06
1,320,4,20,1321,3.3287282602076135e-05,5.9569966151917786e-05,1.8921097e-05,1.4367014e-05
2,320,4,20,1321,1.884980291516259e-05,3.4064077751333466e-05,5.6767326e-06,4.432854e-06
3,320,4,20,1321,2.3300210192464288e-05,4.0123950793946594e-05,2.2647828e-05,1.7107137e-05
4,320,4,20,1321,9.367127663969308e-06,1.649787838915815e-05,1.0834272e-05,8.74807e-06
0,640,4,20,1321,1.737945617473717e-05,2.730808840789578e-05,9.281523e-06,6.6278053e-06
1,640,4,20,1321,1.910556511026159e-05,3.601610305317693e-05,1.9697964e-05,1.4957102e-05
2,640,4,20,1321,1.410543192162581e-05,2.260018522998175e-05,7.51773e-06,6.1453034e-06
3,640,4,20,1321,1.528107621266493e-05,3.00407642289946e-05,2.3908831e-05,1.8152612e-05
4,640,4,20,1321,7.733169645199413e-06,1.3021274385328907e-05,1.0432869e-05,8.366525e-06
